,ID,Pred
0,2018_3110_3113,0.1381277428834639
1,2018_3110_3114,0.48585562552625094
2,2018_3110_3124,0.011548870404666008
3,2018_3110_3125,0.25970524441358533
4,2018_3110_3129,0.7795117061522523
5,2018_3110_3138,0.31382914045421595
6,2018_3110_3141,0.31382914045421595
7,2018_3110_3143,0.1381277428834639
8,2018_3110_3163,0.012056173466705459
9,2018_3110_3166,0.31382914045421595
10,2018_3110_3169,0.7795117061522523
11,2018_3110_3173,0.26263142651014104
12,2018_3110_3177,0.07705679136232645
13,2018_3110_3179,0.4395357930629128
14,2018_3110_3181,0.07705679136232645
15,2018_3110_3189,0.4395357930629128
16,2018_3110_3195,0.25970524441358533
17,2018_3110_3199,0.030673214670420036
18,2018_3110_3203,0.48585562552625094
19,2018_3110_3208,0.03019912900625128
20,2018_3110_3211,0.4395357930629128
21,2018_3110_3212,0.5714437383265701
22,2018_3110_3234,0.15266530432917164
23,2018_3110_3251,0.48585562552625094
24,2018_3110_3257,0.012056173466705459
25,2018_3110_3261,0.15266530432917164
26,2018_3110_3263,0.5714437383265701
27,2018_3110_3266,0.18620393755930204
28,2018_3110_3268,0.07705679136232645
29,2018_3110_3273,0.4395357930629128
30,2018_3110_3274,0.18620393755930204
31,2018_3110_3276,0.1381277428834639
32,2018_3110_3278,0.21026340872046279
33,2018_3110_3280,0.012056173466705459
34,2018_3110_3281,0.07705679136232645
35,2018_3110_3294,0.21026340872046279
36,2018_3110_3299,0.5714437383265701
37,2018_3110_3301,0.03019912900625128
38,2018_3110_3304,0.21026340872046279
39,2018_3110_3311,0.7795117061522523
40,2018_3110_3323,0.012056173466705459
41,2018_3110_3326,0.030673214670420036
42,2018_3110_3328,0.25970524441358533
43,2018_3110_3329,0.26263142651014104
44,2018_3110_3332,0.011548870404666008
45,2018_3110_3333,0.15266530432917164
46,2018_3110_3343,0.25970524441358533
47,2018_3110_3346,0.26263142651014104
48,2018_3110_3355,0.18620393755930204
49,2018_3110_3370,0.5714437383265701
50,2018_3110_3376,0.011548870404666008
51,2018_3110_3378,0.15266530432917164
52,2018_3110_3384,0.7795117061522523
53,2018_3110_3390,0.03019912900625128
54,2018_3110_3393,0.18620393755930204
55,2018_3110_3397,0.030673214670420036
56,2018_3110_3400,0.011548870404666008
57,2018_3110_3401,0.03019912900625128
58,2018_3110_3417,0.030673214670420036
59,2018_3110_3437,0.26263142651014104
60,2018_3110_3438,0.21026340872046279
61,2018_3110_3443,0.31382914045421595
62,2018_3110_3453,0.1381277428834639
63,2018_3113_3114,0.8625295115237788
64,2018_3113_3124,0.26263142651014104
65,2018_3113_3125,0.765163046070141
66,2018_3113_3129,0.9162193470358734
67,2018_3113_3138,0.8265762060666704
68,2018_3113_3141,0.8265762060666704
69,2018_3113_3143,0.48585562552625094
70,2018_3113_3163,0.18620393755930204
71,2018_3113_3166,0.8265762060666704
72,2018_3113_3169,0.9162193470358734
73,2018_3113_3173,0.7795117061522523
74,2018_3113_3177,0.25970524441358533
75,2018_3113_3179,0.9726216316821136
76,2018_3113_3181,0.25970524441358533
77,2018_3113_3189,0.9726216316821136
78,2018_3113_3195,0.765163046070141
79,2018_3113_3199,0.21026340872046279
80,2018_3113_3203,0.8625295115237788
81,2018_3113_3208,0.31382914045421595
82,2018_3113_3211,0.9726216316821136
83,2018_3113_3212,0.8511121183243946
84,2018_3113_3234,0.4395357930629128
85,2018_3113_3251,0.8625295115237788
86,2018_3113_3257,0.18620393755930204
87,2018_3113_3261,0.4395357930629128
