ID,Pred,Season,WTeamID,LTeamID,WOE_avg,WDE_avg,LOE_avg,LDE_avg,adj_WOE,adj_WDE,adj_LOE,adj_LDE,WEM,LEM,WSeed,LSeed,SeedDiff,WLoc,Type,Pred_regressor
2018_3110_3113,0.15897658008607093,2018,3110,3113,92.51427195628233,83.91109581636796,89.34182304952755,85.71467608640911,91.94601286540762,84.4296962595727,88.79305038916219,86.24442329772954,8.603176139914368,3.6271469631184345,14,7,7,0,1,-7.080619816387994
2018_3110_3114,0.42174629967302374,2018,3110,3114,92.51427195628233,83.91109581636796,91.87231284058598,81.46802934292315,91.94601286540762,84.4296962595727,91.30799691540615,81.9715307656279,8.603176139914368,10.404283497662831,14,14,0,0,1,-1.195737264800492
2018_3110_3124,0.01508060050428211,2018,3110,3124,92.51427195628233,83.91109581636796,109.4634744217901,77.73050818028177,91.94601286540762,84.4296962595727,108.79110665470323,78.21091039170136,8.603176139914368,31.732966241508322,14,2,12,0,1,-26.453069275457764
2018_3110_3125,0.5854784266141486,2018,3110,3125,92.51427195628233,83.91109581636796,88.22080430072684,91.18932052696573,91.94601286540762,84.4296962595727,87.67891737897862,91.75290298981803,8.603176139914368,-2.96851622623889,14,12,2,0,1,2.658156308584374
2018_3110_3129,0.7000021086477625,2018,3110,3129,92.51427195628233,83.91109581636796,91.01579741688234,93.6305585468078,91.94601286540762,84.4296962595727,90.45674254673436,94.20922872966591,8.603176139914368,-2.614761129925469,14,16,-2,0,1,7.85372865577304
2018_3110_3138,0.5677029187002871,2018,3110,3138,92.51427195628233,83.91109581636796,87.71012356251431,92.96044034919369,91.94601286540762,84.4296962595727,87.17137344296849,93.53496896303876,8.603176139914368,-5.250316786679377,14,11,3,0,1,2.464048155668941
2018_3110_3141,0.38729820774093526,2018,3110,3141,92.51427195628233,83.91109581636796,97.99781476280837,92.07033959503299,91.94601286540762,84.4296962595727,97.39587359257318,92.63936706935517,8.603176139914368,5.927475167775384,14,11,3,0,1,-2.5182585545115614
2018_3110_3143,0.14324211310908092,2018,3110,3143,92.51427195628233,83.91109581636796,95.91072598368456,86.41528071861305,91.94601286540762,84.4296962595727,95.3216045346353,86.94935791596497,8.603176139914368,9.49544526507151,14,7,7,0,1,-9.629028941883043
2018_3110_3163,0.007554263998125326,2018,3110,3163,92.51427195628233,83.91109581636796,114.56889892943174,68.8230070550498,91.94601286540762,84.4296962595727,113.86517163448075,69.24835773858204,8.603176139914368,45.74589187438194,14,1,13,0,1,-34.45071124697784
2018_3110_3166,0.4197184523199199,2018,3110,3166,92.51427195628233,83.91109581636796,95.04107619258191,87.93042250105303,91.94601286540762,84.4296962595727,94.45729647502145,88.4738638139876,8.603176139914368,7.110653691528881,14,11,3,0,1,-3.2787125968791813
2018_3110_3169,0.6899683505262866,2018,3110,3169,92.51427195628233,83.91109581636796,84.90586142302203,90.88967574151275,91.94601286540762,84.4296962595727,84.38433618586748,91.451406292922,8.603176139914368,-5.983814318490715,14,16,-2,0,1,9.182067640734857
2018_3110_3173,0.29871611200748444,2018,3110,3173,92.51427195628233,83.91109581636796,98.67768470653155,84.80249986191927,91.94601286540762,84.4296962595727,98.0715675073663,85.32660949945165,8.603176139914368,13.875184844612278,14,9,5,0,1,-9.048546887485529
2018_3110_3177,0.13478730026980107,2018,3110,3177,92.51427195628233,83.91109581636796,100.48239465296199,90.11078505845246,91.94601286540762,84.4296962595727,99.8651922146032,90.6677017881673,8.603176139914368,10.371609594509522,14,5,9,0,1,-12.408141468477453
2018_3110_3179,0.6528183388860849,2018,3110,3179,92.51427195628233,83.91109581636796,92.68388280593597,94.29771824648655,91.94601286540762,84.4296962595727,92.11458189842921,94.88051171378727,8.603176139914368,-1.613835440550588,14,13,1,0,1,3.5423678313370246
2018_3110_3181,0.03573406302529298,2018,3110,3181,92.51427195628233,83.91109581636796,102.30824423359778,78.70614762329197,91.94601286540762,84.4296962595727,101.67982670808728,79.19257963378199,8.603176139914368,23.602096610305807,14,5,9,0,1,-18.90172704411168
2018_3110_3189,0.6508893934454811,2018,3110,3189,92.51427195628233,83.91109581636796,87.51271040968969,89.43397389322124,91.94601286540762,84.4296962595727,86.97517287947066,89.98670768900058,8.603176139914368,-1.921263483531547,14,13,1,0,1,3.3977878589927
2018_3110_3195,0.41356584180518485,2018,3110,3195,92.51427195628233,83.91109581636796,104.07109360648755,82.28927379133108,91.94601286540762,84.4296962595727,103.43184796591109,82.7978507970774,8.603176139914368,21.781819815156467,14,12,2,0,1,-8.773064577364693
2018_3110_3199,0.05489329993900295,2018,3110,3199,92.51427195628233,83.91109581636796,97.4716542573397,86.58231870080324,91.94601286540762,84.4296962595727,96.87294497213337,87.11742825234805,8.603176139914368,10.889335556536452,14,3,11,0,1,-15.4453036680665
2018_3110_3203,0.6407336451091439,2018,3110,3203,92.51427195628233,83.91109581636796,86.8654152536103,90.98341994098473,91.94601286540762,84.4296962595727,86.33185366514752,91.54572986491821,8.603176139914368,-4.118004687374437,14,14,0,0,1,5.75888052729751
2018_3110_3208,0.07502751644185791,2018,3110,3208,92.51427195628233,83.91109581636796,94.96002227706995,82.80498146940748,91.94601286540762,84.4296962595727,94.37674042457795,83.31674573218831,8.603176139914368,12.155040807662473,14,4,10,0,1,-14.918528259547134
2018_3110_3211,0.4364127466688533,2018,3110,3211,92.51427195628233,83.91109581636796,105.76378805983346,81.5941026481513,91.94601286540762,84.4296962595727,105.11414522333416,82.09838324876253,8.603176139914368,24.169685411682153,14,13,1,0,1,-8.563761083766714
2018_3110_3212,0.6776965431940515,2018,3110,3212,92.51427195628233,83.91109581636796,82.69312511812886,90.35738138885573,91.94601286540762,84.4296962595727,82.18519137874407,90.91582217167696,8.603176139914368,-7.664256270726867,14,15,-1,0,1,8.5899733873019
2018_3110_3234,0.20285192708466437,2018,3110,3234,92.51427195628233,83.91109581636796,99.92001271784498,91.60274319100576,91.94601286540762,84.4296962595727,99.30626465080012,92.16888075309393,8.603176139914368,8.317269526839226,14,6,8,0,1,-10.113180240885292
2018_3110_3251,0.35687780621412524,2018,3110,3251,92.51427195628233,83.91109581636796,98.16325569665021,81.45508264958433,91.94601286540762,84.4296962595727,97.560298323048,81.95850405711542,8.603176139914368,16.708173047065884,14,14,0,0,1,-3.977413025271808
2018_3110_3257,0.027123643568572567,2018,3110,3257,92.51427195628233,83.91109581636796,99.05582403751458,85.15074632506838,91.94601286540762,84.4296962595727,98.44738415766552,85.67700824971341,8.603176139914368,13.9050777124462,14,1,13,0,1,-19.463651362332975
2018_3110_3261,0.26622523588344044,2018,3110,3261,92.51427195628233,83.91109581636796,95.50652186477934,82.99763317398397,91.94601286540762,84.4296962595727,94.91988319660574,83.51058809288013,8.603176139914368,12.508888690795374,14,6,8,0,1,-12.458032882679007
2018_3110_3263,0.6578651343978742,2018,3110,3263,92.51427195628233,83.91109581636796,80.65936730429539,94.60816002212059,91.94601286540762,84.4296962595727,80.16392570630576,95.19287213010722,8.603176139914368,-13.9487927178252,14,15,-1,0,1,11.60725314668155
2018_3110_3266,0.24041201435167006,2018,3110,3266,92.51427195628233,83.91109581636796,91.42804570798431,89.25286592446146,91.94601286540762,84.4296962595727,90.86645864648723,89.80448040852222,8.603176139914368,2.17517978352285,14,8,6,0,1,-4.933509007175523
2018_3110_3268,0.0404877792947986,2018,3110,3268,92.51427195628233,83.91109581636796,104.56550473613848,83.34599547813548,91.94601286540762,84.4296962595727,103.92322222770247,83.86110340008291,8.603176139914368,21.219509258003,14,5,9,0,1,-17.583358675867366
2018_3110_3273,0.6308744122698293,2018,3110,3273,92.51427195628233,83.91109581636796,86.10135519760229,95.82207745603309,91.94601286540762,84.4296962595727,85.57248676689366,96.41429200589722,8.603176139914368,-9.720722258430797,14,13,1,0,1,7.206499462638703
2018_3110_3274,0.21327043999607548,2018,3110,3274,92.51427195628233,83.91109581636796,97.00829627031463,82.29234148645217,91.94601286540762,84.4296962595727,96.41243311233698,82.80093745164639,8.603176139914368,14.715954783862458,14,8,6,0,1,-10.866806138085963
2018_3110_3276,0.18640151749906425,2018,3110,3276,92.51427195628233,83.91109581636796,97.89884145158186,91.43804174549524,91.94601286540762,84.4296962595727,97.29750821440034,92.00316139401897,8.603176139914368,6.460799706086618,14,7,7,0,1,-8.000948669296783
2018_3110_3278,0.34906791242636775,2018,3110,3278,92.51427195628233,83.91109581636796,94.93872760609443,91.35905303622552,91.94601286540762,84.4296962595727,94.35557655385749,91.9236845064072,8.603176139914368,3.5796745698689136,14,10,4,0,1,-2.826262562516135
2018_3110_3280,0.09384191125385151,2018,3110,3280,92.51427195628233,83.91109581636796,88.95771906606292,89.05520826214806,91.94601286540762,84.4296962595727,88.4113057236258,89.60560115149264,8.603176139914368,-0.09748919608513518,14,1,13,0,1,-13.061551693481583
2018_3110_3281,0.13890466029181353,2018,3110,3281,92.51427195628233,83.91109581636796,91.26874716254686,91.89037472144398,91.94601286540762,84.4296962595727,90.70813857544832,92.45828994878265,8.603176139914368,-0.6216275588971172,14,5,9,0,1,-7.4560067403218895
2018_3110_3294,0.34897491715734197,2018,3110,3294,92.51427195628233,83.91109581636796,89.77589849614218,88.85123065333867,91.94601286540762,84.4296962595727,89.22445957344293,89.40036288844792,8.603176139914368,0.9246678428035011,14,10,4,0,1,-1.7994950532603724
2018_3110_3299,0.5880131888532142,2018,3110,3299,92.51427195628233,83.91109581636796,92.32334939422094,86.17384993920096,91.94601286540762,84.4296962595727,91.75626302490855,86.70643500839047,8.603176139914368,6.149499455019978,14,15,-1,0,1,2.255089647649889
2018_3110_3301,0.12892257920470757,2018,3110,3301,92.51427195628233,83.91109581636796,95.75887023229862,89.62327191905901,91.94601286540762,84.4296962595727,95.17068154107582,90.17717564402521,8.603176139914368,6.135598313239612,14,4,10,0,1,-11.870279022881565
2018_3110_3304,0.2033146522709083,2018,3110,3304,92.51427195628233,83.91109581636796,100.13532255652964,86.83716121063905,91.94601286540762,84.4296962595727,99.52025197166563,87.37384577961467,8.603176139914368,13.298161345890591,14,10,4,0,1,-7.374031469963391
2018_3110_3311,0.6910065375293946,2018,3110,3311,92.51427195628233,83.91109581636796,88.43130335040549,94.21537027312647,91.94601286540762,84.4296962595727,87.88812346059872,94.7976548006372,8.603176139914368,-5.7840669227209816,14,16,-2,0,1,9.2855433415545
2018_3110_3323,0.013961763162232719,2018,3110,3323,92.51427195628233,83.91109581636796,108.39801579266084,78.81726764678709,91.94601286540762,84.4296962595727,107.73219249205629,79.30438641857933,8.603176139914368,29.580748145873756,14,1,13,0,1,-26.743768100463754
2018_3110_3326,0.05328038730206783,2018,3110,3326,92.51427195628233,83.91109581636796,101.23864561857877,89.12794425535235,91.94601286540762,84.4296962595727,100.61679798897427,89.67878667902782,8.603176139914368,12.110701363226426,14,3,11,0,1,-15.837449688346048
2018_3110_3328,0.4140421229018658,2018,3110,3328,92.51427195628233,83.91109581636796,98.99737275158259,90.10948239716942,91.94601286540762,84.4296962595727,98.3892919025501,90.6663910759738,8.603176139914368,8.887890354413173,14,12,2,0,1,-2.6344486810714045
2018_3110_3329,0.24364548170358358,2018,3110,3329,92.51427195628233,83.91109581636796,98.67990614622742,86.83536476800357,91.94601286540762,84.4296962595727,98.07377530210475,87.3720382343242,8.603176139914368,11.844541378223852,14,9,5,0,1,-8.035625139472678
2018_3110_3332,0.13139241995357717,2018,3110,3332,92.51427195628233,83.91109581636796,92.82986293017294,96.74593066591281,91.94601286540762,84.4296962595727,92.2596653552555,97.34385495749154,8.603176139914368,-3.9160677357398725,14,2,12,0,1,-9.631194483400598
2018_3110_3333,0.2736112221231714,2018,3110,3333,92.51427195628233,83.91109581636796,88.79248751262107,88.655350816197,91.94601286540762,84.4296962595727,88.24708908745409,89.2032724441825,8.603176139914368,0.137136696424065,14,6,8,0,1,-6.674354128136805
2018_3110_3343,0.2722171614873742,2018,3110,3343,92.51427195628233,83.91109581636796,103.13722487977101,78.71958809427093,91.94601286540762,84.4296962595727,102.50371542867558,79.20610317165621,8.603176139914368,24.41763678550008,14,12,2,0,1,-10.141491898709042
2018_3110_3346,0.298153255223693,2018,3110,3346,92.51427195628233,83.91109581636796,90.93415398008604,85.92290122324552,91.94601286540762,84.4296962595727,90.3756005960784,86.45393534003654,8.603176139914368,5.01125275684052,14,9,5,0,1,-5.073720469208261
2018_3110_3355,0.22797993656370855,2018,3110,3355,92.51427195628233,83.91109581636796,97.0238973567159,86.25163260785334,91.94601286540762,84.4296962595727,96.4279383707218,86.78469840162455,8.603176139914368,10.772264748862568,14,8,6,0,1,-8.898971869366967
2018_3110_3370,0.6077766630506558,2018,3110,3370,92.51427195628233,83.91109581636796,89.53352939501718,90.04550058919932,91.94601286540762,84.4296962595727,88.98357919878305,90.60201383765391,8.603176139914368,-0.5119711941821379,14,15,-1,0,1,5.416810512753614
2018_3110_3376,0.03479790858789955,2018,3110,3376,92.51427195628233,83.91109581636796,95.83152952227226,83.7923523356131,91.94601286540762,84.4296962595727,95.2428945290769,84.31021890183592,8.603176139914368,12.03917718665916,14,2,12,0,1,-17.416028116572434
