ID,Pred
2018_3110_3113,0.22745675421301254
2018_3110_3114,0.46818021140277966
2018_3110_3124,0.02494975923091768
2018_3110_3125,0.5412967832858228
2018_3110_3129,0.7294970842884754
2018_3110_3138,0.5199590910512396
2018_3110_3141,0.38567294927627355
2018_3110_3143,0.1821715232047417
2018_3110_3163,0.00989708621860411
2018_3110_3166,0.36614631220781774
2018_3110_3169,0.7572178900174169
2018_3110_3173,0.21260642812606811
2018_3110_3177,0.12621936508218182
2018_3110_3179,0.5809795594517045
2018_3110_3181,0.06625668427293942
2018_3110_3189,0.5771216685704973
2018_3110_3195,0.2524063537344236
2018_3110_3199,0.0834659189020919
2018_3110_3203,0.653367669876033
2018_3110_3208,0.09329437157971879
2018_3110_3211,0.26924227667053136
2018_3110_3212,0.7326742753529467
2018_3110_3234,0.16532341798730668
2018_3110_3251,0.39365759974247466
2018_3110_3257,0.04903584535949859
2018_3110_3261,0.1328682049593247
2018_3110_3263,0.7922492574050624
2018_3110_3266,0.2842969946590744
2018_3110_3268,0.07576411681195065
2018_3110_3273,0.6743466596035931
2018_3110_3274,0.17182215907921763
2018_3110_3276,0.21024041137809527
2018_3110_3278,0.36269375866010856
2018_3110_3280,0.09414163410171242
2018_3110_3281,0.19897796083955507
2018_3110_3294,0.3890539781726399
2018_3110_3299,0.578044090299507
2018_3110_3301,0.12560785813265885
2018_3110_3304,0.2570154919760131
2018_3110_3311,0.7592942640236329
2018_3110_3323,0.022712084546818896
2018_3110_3326,0.08024009362822165
2018_3110_3328,0.3979963218001305
2018_3110_3329,0.2317599205929124
2018_3110_3332,0.13893991831825664
2018_3110_3333,0.22396809739880866
2018_3110_3343,0.2251989683128068
2018_3110_3346,0.29438973235977006
2018_3110_3355,0.20467169754453135
2018_3110_3370,0.6594546861362544
2018_3110_3376,0.06438437539815256
2018_3110_3378,0.18694507532801669
2018_3110_3384,0.719471179401671
2018_3110_3390,0.04086642158331491
2018_3110_3393,0.1653293847191314
2018_3110_3397,0.04712536976867886
2018_3110_3400,0.07826617115497986
2018_3110_3401,0.06956182810376446
2018_3110_3417,0.1029450686600093
2018_3110_3437,0.32297973085253295
2018_3110_3438,0.3257228835661204
2018_3110_3443,0.4216557207766266
2018_3110_3453,0.0948632317377218
2018_3113_3114,0.7410038045849205
2018_3113_3124,0.07677591221176393
2018_3113_3125,0.793181107654236
2018_3113_3129,0.8975888281252288
2018_3113_3138,0.7787716763447403
2018_3113_3141,0.6710871249643375
2018_3113_3143,0.41993014433141373
2018_3113_3163,0.03146451522081693
2018_3113_3166,0.6524574107318672
2018_3113_3169,0.91020417485351
2018_3113_3173,0.46738594134053973
2018_3113_3177,0.31947964273144586
2018_3113_3179,0.8183843809481584
2018_3113_3181,0.18739576322788734
2018_3113_3189,0.8160200874118937
2018_3113_3195,0.5231894801745818
2018_3113_3199,0.22837369463346052
2018_3113_3203,0.8596660613532754
2018_3113_3208,0.2506001068733561
2018_3113_3211,0.5449219040647971
2018_3113_3212,0.8990648704222771
2018_3113_3234,0.3916225811961465
2018_3113_3251,0.6784549536946946
2018_3113_3257,0.14352928760002354
2018_3113_3261,0.3324356475164359
2018_3113_3263,0.9253375181494793
2018_3113_3266,0.5635046716357256
2018_3113_3268,0.21036964240142988
2018_3113_3273,0.8706315862877747
2018_3113_3274,0.4027248923372619
2018_3113_3276,0.46385488608853437
2018_3113_3278,0.6490696661066879
2018_3113_3280,0.2524781579168761
2018_3113_3281,0.4466907356941851
2018_3113_3294,0.6742241977276661
2018_3113_3299,0.8165870129278221
2018_3113_3301,0.31827287712824026
2018_3113_3304,0.5292428281609398
2018_3113_3311,0.9111257128178247
2018_3113_3323,0.07022486128525432
2018_3113_3326,0.22089719992588708
2018_3113_3328,0.6823999412426601
2018_3113_3329,0.49506103828698705
2018_3113_3332,0.3440090792169667
2018_3113_3333,0.4839939148979299
2018_3113_3343,0.48575931235009207
2018_3113_3346,0.5755386034265302
2018_3113_3355,0.45544252068467533
2018_3113_3370,0.8628906097073815
2018_3113_3376,0.18277031062245788
2018_3113_3378,0.4276758399315941
2018_3113_3384,0.8928782111937883
2018_3113_3390,0.12163068783044663
2018_3113_3393,0.39163288317078165
2018_3113_3397,0.13847335465512867
2018_3113_3400,0.2162767306134365
2018_3113_3401,0.19547872356288826
2018_3113_3417,0.2716479124566439
2018_3113_3437,0.6079092144649798
2018_3113_3438,0.6108887516404296
2018_3113_3443,0.7032168584046465
2018_3113_3453,0.25407300592053095
2018_3114_3124,0.027317454832596958
2018_3114_3125,0.5643061799993984
2018_3114_3129,0.7474702467782411
2018_3114_3138,0.5431354405524808
2018_3114_3141,0.40795040816552425
2018_3114_3143,0.19645322749698169
2018_3114_3163,0.010852203992992594
2018_3114_3166,0.38800824823496377
2018_3114_3169,0.7739200020518002
2018_3114_3173,0.2286071792325515
2018_3114_3177,0.13684858430593766
2018_3114_3179,0.6034566409334643
2018_3114_3181,0.07225386639144891
2018_3114_3189,0.5996630949483345
2018_3114_3195,0.2703739104258165
2018_3114_3199,0.09086919487009663
2018_3114_3203,0.6741396341720376
2018_3114_3208,0.10147289706216527
2018_3114_3211,0.2879466924673884
2018_3114_3212,0.7505085325987921
2018_3114_3234,0.1785726864807594
2018_3114_3251,0.416083892219407
2018_3114_3257,0.05356371001971161
2018_3114_3261,0.14396508603328806
2018_3114_3263,0.8071551590628829
2018_3114_3266,0.30361274004197253
2018_3114_3268,0.08254578212093801
2018_3114_3273,0.6944493771140062
2018_3114_3274,0.1854765134371918
2018_3114_3276,0.22611423110937828
2018_3114_3278,0.3844745901023976
