ID,Pred
2018_3110_3113,0.1699889897437198
2018_3110_3114,0.44739520653760667
2018_3110_3124,0.021323270776140393
2018_3110_3125,0.3828328034593698
2018_3110_3129,0.6168832814577347
2018_3110_3138,0.3987930005059149
2018_3110_3141,0.293917145009261
2018_3110_3143,0.16832873083564204
2018_3110_3163,0.009059054990810339
2018_3110_3166,0.3094652505851382
2018_3110_3169,0.6890954989306234
2018_3110_3173,0.19244213313873906
2018_3110_3177,0.08293167086954424
2018_3110_3179,0.39957120718131683
2018_3110_3181,0.07074183430202921
2018_3110_3189,0.471401690073997
2018_3110_3195,0.22410360955520459
2018_3110_3199,0.053952201537375656
2018_3110_3203,0.5244639006110846
2018_3110_3208,0.09563035334174212
2018_3110_3211,0.2753230582679842
2018_3110_3212,0.6866662323924094
2018_3110_3234,0.12141385465101626
2018_3110_3251,0.41621860945136036
2018_3110_3257,0.03602859136948728
2018_3110_3261,0.14693480541565537
2018_3110_3263,0.6375020391595908
2018_3110_3266,0.2275121292101572
2018_3110_3268,0.055451620001126134
2018_3110_3273,0.4893844350758983
2018_3110_3274,0.16676313982529273
2018_3110_3276,0.14213750430017363
2018_3110_3278,0.27623434540199326
2018_3110_3280,0.04454595587457143
2018_3110_3281,0.13410042279362266
2018_3110_3294,0.3096937913328456
2018_3110_3299,0.5695759328663564
2018_3110_3301,0.094654694364571
2018_3110_3304,0.26108712354439323
2018_3110_3311,0.6936346164047117
2018_3110_3323,0.021516904366240527
2018_3110_3326,0.0558796678703264
2018_3110_3328,0.34067092178257946
2018_3110_3329,0.2089824406138939
2018_3110_3332,0.07289319416745363
2018_3110_3333,0.13381834893116767
2018_3110_3343,0.22284469933768383
2018_3110_3346,0.22451928782502933
2018_3110_3355,0.15495766779674702
2018_3110_3370,0.6257948475223183
2018_3110_3376,0.04165263284905814
2018_3110_3378,0.13187546244777884
2018_3110_3384,0.657124375298605
2018_3110_3390,0.04754260143530789
2018_3110_3393,0.15255473035696987
2018_3110_3397,0.048091836591501014
2018_3110_3400,0.05545471040952981
2018_3110_3401,0.06841753494188287
2018_3110_3417,0.08060106017346429
2018_3110_3437,0.25252360990049594
2018_3110_3438,0.2953080176455147
2018_3110_3443,0.28120192439398994
2018_3110_3453,0.09044412859720102
2018_3113_3114,0.7952979715179761
2018_3113_3124,0.09465818819963039
2018_3113_3125,0.7485362107175791
2018_3113_3129,0.8854112247089047
2018_3113_3138,0.7609446282428036
2018_3113_3141,0.6663955759285205
2018_3113_3143,0.492711452864943
2018_3113_3163,0.04202617038682308
2018_3113_3166,0.6825990220021309
2018_3113_3169,0.9140607412869084
2018_3113_3173,0.5334855495889639
2018_3113_3177,0.3026305114102655
2018_3113_3179,0.761534373906353
2018_3113_3181,0.2675698583136718
2018_3113_3189,0.8105893201515704
2018_3113_3195,0.5808957699108176
2018_3113_3199,0.21486725345200275
2018_3113_3203,0.8410813570923018
2018_3113_3208,0.336621691995276
2018_3113_3211,0.6457893121004847
2018_3113_3212,0.9131677553107058
2018_3113_3234,0.3987330743843502
2018_3113_3251,0.7738266681793113
2018_3113_3257,0.15207909572975958
2018_3113_3261,0.45252227551451807
2018_3113_3263,0.8940600792676908
2018_3113_3266,0.5856349866934604
2018_3113_3268,0.2197997387550395
2018_3113_3273,0.821404698301957
2018_3113_3274,0.48990605526089404
2018_3113_3276,0.4429281411228931
2018_3113_3278,0.6468323173449793
2018_3113_3280,0.18282810251286274
2018_3113_3281,0.4263355830781822
2018_3113_3294,0.6828306371003399
2018_3113_3299,0.8639489363417729
2018_3113_3301,0.33409564174107675
2018_3113_3304,0.6290250029377978
2018_3113_3311,0.9157171465578444
2018_3113_3323,0.09545281455073842
2018_3113_3326,0.22119933972088615
2018_3113_3328,0.7126022782671365
2018_3113_3329,0.5590462634930657
2018_3113_3332,0.2739424371763768
2018_3113_3333,0.4257410403384119
2018_3113_3343,0.5791285697065819
2018_3113_3346,0.5814772766152688
2018_3113_3355,0.4680753507665734
2018_3113_3370,0.8891985426372041
2018_3113_3376,0.17257543081288967
2018_3113_3378,0.42162285041466957
2018_3113_3384,0.9019310911455614
2018_3113_3390,0.1932456574572795
2018_3113_3393,0.4634799919608498
2018_3113_3397,0.19513327520356896
2018_3113_3400,0.2198098570301177
2018_3113_3401,0.26059210336022937
2018_3113_3417,0.2961193712182626
2018_3113_3437,0.6184947827885087
2018_3113_3438,0.667881812271389
2018_3113_3443,0.6524565212147954
2018_3113_3453,0.32303433674119114
2018_3114_3124,0.026310384640191073
2018_3114_3125,0.43480623914886574
2018_3114_3129,0.666325796734348
2018_3114_3138,0.4513485942991743
